Cluster ID,,Cluster name,Size,Cluster members,Organisms,Length,Identity,Organism IDs
UniRef90_Q96I59,partially reviewed and UniParc,"Cluster: Probable asparagine--tRNA ligase, mitochondrial",80,Q96I59; Q96I59-2; A0A2K6CNS3; A0A2K6CNW0; A0A2K6CNT7; B3KPX5; G1S3X6; A0A2K5CHB2; A0A2K6MCN7; H2Q4H3; A0A2I3SVC5; A0A6D2Y1H1; A0A2K5IDJ1; G7PNC1; A0A2K5V8Q5; A0A7N9D7Z8; U3EHF4; A0A2J8V0L3; A0A2J8V0L9; A0A2J8MBR2; A0A6J3JA25; A0A6J3JA33; K7AVS6; G7NEF6; A0A5F8A358; A0A2K6SJ01; K7CNY9; A0A096MY56; A0A2K5Y598; G3QN67; A0A2I2ZNF8; H9EXD0; A0A2R9A347; A0A2K6RRV3; H0X5S4; A0A2K6CNU1; A0A2K6MCP2; A0A5K1VAM2; A0A2J8V0M3; H2NET2; A0A2R8NE37; A0A5F4WC82; A0A5F7ZKC7; A0A0D9QUX3; A0A2J8MBR9; UPI00020AA66A; UPI00136323DE; UPI0013637009; UPI000B50992A; UPI0005F57AE5; UPI000DC17FBB; UPI00159E9D4A; UPI0004F1E69F; UPI0012379304; UPI00122DB51D; UPI0005F49258; UPI00141B85DF; UPI000E6B3571; UPI000E6B414E; UPI0003ABC4BD; UPI00083BE911; UPI000642B001; UPI00141BEA60; UPI0018B0CECA; UPI0005CFF4B4; UPI0007DC6E61; UPI0015611D24; UPI000CEF9038; UPI0012374627; UPI00136423D7; UPI0004F1FDD9; UPI0005F58B6D; UPI00083C3403; UPI000B511A53; UPI0005F37BE0; UPI00083C1F40; UPI0003AB6061; UPI0004F22444; UPI0018B04280; UPI000D0A00E6,Homo sapiens (Human); Macaca nemestrina (Pig-tailed macaque); Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys); Aotus nancymaae (Ma's night monkey); Rhinopithecus bieti (Black snub-nosed monkey) (Pygathrix bieti); Pan troglodytes (Chimpanzee); Colobus angolensis palliatus (Peters' Angolan colobus); Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey); Callithrix jacchus (White-tufted-ear marmoset); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii),477,90%,9606; 9545; 61853; 37293; 61621; 9598; 336983; 9541; 9483; 9601; 9515; 9544; 39432; 9555; 9568; 9595; 9597; 61622; 30611; 60711; 81572; 9565; 54180; 591936; 30608
UniRef90_Q6P087,partially reviewed and UniParc,Cluster: Mitochondrial mRNA pseudouridine synthase RPUSD3,29,Q6P087; Q6P087-3; A8K773; A0A2I3SNR3; A0A663DI17; A0A2J8M107; A0A2R9BNZ2; G3RBE8; A0A663D731; H2PA46; A0A2J8WDS6; Q6P087-2; A0A2I2Z9L7; A0A663DD59; A0A2I3RBN3; A0A2R9BNZ6; A0A2J8WDN9; G1QVX8; A0A2I3HL51; A0A2J8M105; UPI00122D82DD; UPI00122D5462; UPI0013642580; UPI0013623925; UPI00122DC113; UPI0008F48E88; UPI0004F47A98; UPI0004F04BDE; UPI000020AAD1,Homo sapiens (Human); Pan troglodytes (Chimpanzee); Pan paniscus (Pygmy chimpanzee) (Bonobo); Gorilla gorilla gorilla (Western lowland gorilla); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys); Hylobates moloch (Silvery gibbon),351,90%,9606; 9598; 9597; 9595; 9601; 61853; 81572
UniRef90_P51687,partially reviewed and UniParc,"Cluster: Sulfite oxidase, mitochondrial",54,P51687; Q60HD0; A0A024RB79; F8VVW9; F8VPA2; A0A2J8Q1K4; A0A2J8Q1E3; A0A2J8Q1E4; B2R6Y2; D6QX84; F8VRK9; A0A2K5RJ71; A0A6J3IYD4; A0A6J3IX53; A0A2K5RJ53; A0A2K5E9C5; A0A2K5E979; H0WVH6; F7I8N4; A0A2K6AKY6; A0A2K6V063; U3E7Q1; A0A2J8UHV0; A0A2J8UHW6; A0A2J8UHX2; A0A2J8UHW3; G7PIG2; Q5RFS6; A0A6D2XQ80; H2R2S8; A0A2R8ZFM7; A0A2K6ARG0; A0A0D9QZ00; A0A5F8AS39; A0A2K5KS71; A0A2K5WYK3; G7N7A9; G3RXF0; A0A2K5IUQ4; A0A2I3N7D0; A0A1S3FNZ7; G1S730; UPI0000E0081D; UPI000011263F; UPI000DC18582; UPI000DC16006; UPI0005F3FD87; UPI00159DE561; UPI0005F5072E; UPI0007327A21; UPI000C296EEB; UPI00122DA39F; UPI00136243D2; UPI0004E52A4C,Homo sapiens (Human); Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey); Pan troglodytes (Chimpanzee); Cebus imitator (Panamanian white-faced capuchin) (Cebus capucinus imitator); Sapajus apella (Brown-capped capuchin) (Cebus apella); Aotus nancymaae (Ma's night monkey); Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby); Callithrix jacchus (White-tufted-ear marmoset); Mandrillus leucophaeus (Drill) (Papio leucophaeus); Saimiri boliviensis boliviensis (Bolivian squirrel monkey),545,90%,9606; 9541; 9598; 2715852; 9515; 37293; 30611; 9483; 9568; 39432; 9601; 9597; 9545; 60711; 9544; 9531; 9595; 336983; 9555; 10020; 61853; 9565; 591936; 81572
UniRef90_Q9UL12,partially reviewed and UniParc,"Cluster: Sarcosine dehydrogenase, mitochondrial",31,Q9UL12; Q5SYV1; Q9UL12-2; A0A2J8UIW9; A0A2R8ZS08; A0A2J8NA91; Q5RCY0; A8K596; A0A2K6FJY5; Q53F87; A0A2J8UIT1; H2QY47; A0A2J8UIW6; A0A2J8UIV6; A0A2J8UIX4; A0A2J8NA80; A0A2J8NA86; A0A2J8NA63; UPI000DC17310; UPI0010A23A6E; UPI00122D7B60; UPI0013626EF8; UPI000D09CF9F; UPI00075F9355; UPI0010A2419E; UPI000D0A2B25; UPI001560C85A; UPI0005D03898; UPI0007DC75AF; UPI000CEFBE8B; UPI000D0A0821,Homo sapiens (Human); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Pan paniscus (Pygmy chimpanzee) (Bonobo); Pan troglodytes (Chimpanzee); Propithecus coquereli (Coquerel's sifaka) (Propithecus verreauxi coquereli); Theropithecus gelada (Gelada baboon); Macaca mulatta (Rhesus macaque); Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys); Hylobates moloch (Silvery gibbon); Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey),918,90%,9606; 9601; 9597; 9598; 379532; 9565; 9544; 61853; 81572; 9541
UniRef90_P52758,partially reviewed and UniParc,Cluster: 2-iminobutanoate/2-iminopropanoate deaminase,45,P52758; A0A024R9H2; A0A2I3LFN6; A0A2K5XJY1; A0A7J8C433; A0A7J8C412; A0A6J3FET2; U3FHY9; A0A2I2UD52; F7A6J6; A0A2K5MGK1; A0A673VJ73; F6VML1; A0A6J0A212; A0A667HTI4; A0A6P6HTR5; A0A6P4XJP2; A0A485MM30; A0A0D9SE17; I3MHC8; H9FNK5; H2QWH5; A0A663DE39; H2PQW3; A0A6D2WU61; A0A2R9ABI3; A0A2I3GN25; G3QFT9; G7PCA5; A0A2K5ULP0; A0A2K6D4P3; A0A2K6JSB5; A0A2K5I363; A0A7J8DV79; A0A2K5KHS0; A0A7J8C428; UPI00018B3D45; UPI0003F0F928; UPI00006D15C3; UPI00192301C1; UPI000E55ED94; UPI0004BD6577; UPI0004BD8E7D; UPI000809B8AE; UPI00141A7304,Homo sapiens (Human); Papio anubis (Olive baboon); Mandrillus leucophaeus (Drill) (Papio leucophaeus); Rousettus aegyptiacus (Egyptian rousette) (Egyptian fruit bat); Sapajus apella (Brown-capped capuchin) (Cebus apella); Callithrix jacchus (White-tufted-ear marmoset); Felis catus (Cat) (Felis silvestris catus); Equus caballus (Horse); Cercocebus atys (Sooty mangabey) (Cercocebus torquatus atys); Suricata suricatta (Meerkat),137,90%,9606; 9555; 9568; 9407; 9515; 9483; 9685; 9796; 9531; 37032; 32536; 61383; 9696; 9691; 191816; 60711; 43179; 9544; 9598; 9601; 9597; 61853; 9595; 9541; 9545; 61621; 336983; 27622; 143291; 9402; 95912; 9999; 9798; 2715852; 54180
UniRef90_P10176,partially reviewed and UniParc,"Cluster: Cytochrome c oxidase subunit 8A, mitochondrial",11,P10176; Q8SQ79; P60181; Q862Z9; P60182; P60183; Q53XN1; A0A0B4J2H7; K7DR38; G1S9W5; UPI00122D8598,Homo sapiens (Human); Gorilla gorilla gorilla (Western lowland gorilla); Pan paniscus (Pygmy chimpanzee) (Bonobo); Hylobates agilis (Agile gibbon); Pan troglodytes (Chimpanzee); Pongo pygmaeus (Bornean orangutan); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys),69,90%,9606; 9595; 9597; 9579; 9598; 9600; 9601; 61853
UniRef90_P35270,partially reviewed and UniParc,Cluster: Sepiapterin reductase,36,P35270; Q9UEC5; Q93041; A0A2K6PI47; A0A2K6KA61; I2CXI8; A0A2K5WWV0; G7PMG9; H9F8L0; G3QSC9; K7B3E1; A0A6D2X3L3; A0A2R9BYA7; A0A2K6TBY0; A0A2K5CNB3; A0A2K6BVE3; A0A2K5QYL8; A0A6J3IYK5; A0A0D9RS19; A0A2K5NER1; A0A096NDJ7; A0A2R8MQY5; A0A2I3GCA6; F6YUE9; H2P5V3; A0A663DGR3; A0A2J8XBH0; A0A2J8KUQ9; UPI0003349075; UPI00004F8DBE; UPI0018FE02E5; UPI00114D3DF2; UPI0006526424; UPI0012E0C48B; UPI000C299790; UPI00141B256E,Homo sapiens (Human); Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana); Rhinopithecus bieti (Black snub-nosed monkey) (Pygathrix bieti); Macaca mulatta (Rhesus macaque); Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey); Gorilla gorilla gorilla (Western lowland gorilla); Pan troglodytes (Chimpanzee); Pan paniscus (Pygmy chimpanzee) (Bonobo); Saimiri boliviensis boliviensis (Bolivian squirrel monkey); Aotus nancymaae (Ma's night monkey),261,90%,9606; 61622; 61621; 9544; 9541; 9595; 9598; 9597; 39432; 37293; 9545; 2715852; 9515; 60711; 9531; 9555; 9483; 61853; 9601; 591936; 54180
UniRef90_P39210,partially reviewed and UniParc,Cluster: Protein Mpv17,34,P39210; A0A0S2Z3Z9; A0A6D2VYS1; A0A2J8VMZ1; G1QSP4; E7EX18; A0A2J8VN21; C9J473; A0A2J8VMZ9; D6W556; A0A2I3G7I2; A0A2J8NKS3; A0A2J8NKS7; A0A6J3JQS5; A0A6J3JSA3; K7CVN4; A0A6D2W6N7; A0A2R9AZ76; G3SDX4; A0A2K5RA26; B5MCF8; A0A2J8VN11; A0A2I3HMG1; K7ETT6; UPI0000E072B3; UPI0013629ECD; UPI00064327CA; UPI00136443D4; UPI00080A762E; UPI0007DC5F23; UPI0003E64AF2; UPI00155FB52D; UPI0000208144; UPI0013626AAF,Homo sapiens (Human); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys); Pan troglodytes (Chimpanzee); Sapajus apella (Brown-capped capuchin) (Cebus apella); Pan paniscus (Pygmy chimpanzee) (Bonobo); Gorilla gorilla gorilla (Western lowland gorilla); Cebus imitator (Panamanian white-faced capuchin) (Cebus capucinus imitator); Hylobates moloch (Silvery gibbon); Microcebus murinus (Gray mouse lemur) (Lemur murinus),176,90%,9606; 9601; 61853; 9598; 9515; 9597; 9595; 2715852; 81572; 30608
UniRef90_Q8N4Q0,partially reviewed and UniParc,Cluster: Prostaglandin reductase 3,79,Q8N4Q0; J3KTQ8; J3QQQ7; Q8N4Q0-2; H9H3R3; H9EWL2; G7NKA2; A0A7N9D0C8; A0A0D9S058; A0A096NH16; A0A2K6C0K6; A0A6J3J468; A0A6J3J460; A0A2K5QPG3; A0A2K5LVJ7; A0A6P3F706; A0A6P6D7I9; I3NEF5; H2QEQ3; A0A6D2W754; A0A2J8KWP7; A0A2J8KWP8; A0A2J8KWP5; A0A5E4A4H7; A0A663DGL3; H2NWL4; A0A2J8T7R8; A0A2J8T7R1; A0A2J8T7R3; A0A7J7ETN4; U3CV05; A0A2K5EST9; A0A2I2YZC2; Q4G1C4; A0A2K6JWX8; A0A2K6PJW8; A0A2K6V4B6; A0A2R8ZSQ9; G3QWJ8; G5C0L4; G7PW95; H0W889; A0A250YDJ6; UPI00075F9308; UPI0018B0B6A0; UPI000D316289; UPI000C29D368; UPI000C2AE397; UPI00189761DC; UPI0002C685AE; UPI00027F630F; UPI00083F1251; UPI001363A5DD; UPI00136402E8; UPI000FFF873F; UPI000FFFB340; UPI00038EAB3B; UPI00141ABA41; UPI00141A6B45; UPI000E5602D8; UPI00122D9588; UPI00062A67A0; UPI0001D3CDDB; UPI0006253FA0; UPI0001EB6975; UPI0012375900; UPI00083BD638; UPI00193C924B; UPI00193D225C; UPI00005B3D8E; UPI0001BFBBFE; UPI0015608312; UPI00123EBD2B; UPI0008F49C72; UPI00034FEADA; UPI0006573F3D; UPI0005F508A2; UPI0006619FAA; UPI000981FFC3,Homo sapiens (Human); Macaca mulatta (Rhesus macaque); Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey); Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus); Papio anubis (Olive baboon); Macaca nemestrina (Pig-tailed macaque); Sapajus apella (Brown-capped capuchin) (Cebus apella); Cebus imitator (Panamanian white-faced capuchin) (Cebus capucinus imitator); Cercocebus atys (Sooty mangabey) (Cercocebus torquatus atys); Octodon degus (Degu) (Sciurus degus),377,90%,9606; 9544; 9541; 60711; 9555; 9545; 9515; 2715852; 9531; 10160; 43179; 9598; 9995; 9601; 77932; 9483; 37293; 9595; 61621; 61622; 39432; 9597; 10181; 10141; 51338; 591936; 73337; 81572; 93162; 34839; 54180; 9999; 61853; 9568
UniRef90_Q9H0U6,partially reviewed and UniParc,"Cluster: 39S ribosomal protein L18, mitochondrial",44,Q9H0U6; H2QTZ8; A0A6D2X7B6; A0A2R8Z6M7; A0A2K5EDL8; F6T3Q3; A0A2K6S8G4; A0A2K5QUX0; A0A6J3FUS5; H2PKS5; A0A663D9M2; A0A096NZS4; A0A2K6P5X0; A0A2K5N5J3; G7P471; G7MR00; A0A2K5KBH3; I7GLK7; A0A0D9RJ93; A0A096NYS8; G7N6P3; A0A2K5UGZ5; A0A2K6EC11; I7GLC3; F7DDE3; A0A2K5VE37; A0A2K5I7Y8; A0A2K6M0U0; A0A2K6M7K8; A0A2K6E8Q7; UPI001093375E; UPI00141AF5D4; UPI0018B0DADE; UPI0005F44842; UPI00083C170E; UPI0012AD9A1D; UPI000DC1A5F0; UPI0004F0C092; UPI0005121DEC; UPI000C2ABD71; UPI0003ABC6EA; UPI00083EE6BF; UPI0018B0B62D; UPI00141BACEF,Homo sapiens (Human); Pan troglodytes (Chimpanzee); Pan paniscus (Pygmy chimpanzee) (Bonobo); Aotus nancymaae (Ma's night monkey); Callithrix jacchus (White-tufted-ear marmoset); Saimiri boliviensis boliviensis (Bolivian squirrel monkey); Cebus imitator (Panamanian white-faced capuchin) (Cebus capucinus imitator); Sapajus apella (Brown-capped capuchin) (Cebus apella); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Papio anubis (Olive baboon),180,90%,9606; 9598; 9597; 37293; 9483; 39432; 2715852; 9515; 9601; 9555; 61622; 9531; 9541; 9544; 336983; 60711; 9545; 61621; 54180; 9565; 591936
UniRef90_P30837,partially reviewed and UniParc,"Cluster: Aldehyde dehydrogenase X, mitochondrial",147,P30837; Q9CZS1; Q66HF8; Q5R6B5; B4DLJ0; A0A1A6G234; A0A7F8QAT1; I3N1D1; A0A287CXM9; E2RHQ0; G3UYH1; G3H7E6; A0A667GTC7; A0A6P5PKS4; A0A6G1B8W5; A0A1U8C9A1; A0A6P6IRL7; L5M906; A0A485MNN9; A0A2I2V4J8; A0A6I9ZZH3; A0A6P4X1C2; G3V7I5; A0A6I9KZ03; A0A6I9JK73; A0A0D9S9K6; H0Y163; A0A6A1QIF4; A0A671ER90; F7H5N9; H2QXA8; A0A6D2XVF9; A0A2R8ZAD4; A0A2J8QRH7; A0A1U7SYM2; A0A6P3EU95; D2H0H8; A0A2Y9QA90; A0A384BC88; A0A2K6B2H7; G7NF01; A0A7J7W249; U3EJW9; A0A2Y9J940; A0A341AHL6; G2HHH5; A0A2K6NEH7; A0A2K6K359; F1ST54; H2PRP2; A0A2Y9FAN7; M3Z4A6; A0A384MTJ7; A0A0U1RQK9; A0A1S2ZT62; A0A2K6EL72; A0A2I3M7C5; A0A3P4MB46; A0A7J7VPF5; A0A2K5UHE5; H9F895; A0A4U1EFQ8; G3RUF8; A0A3Q7QQA1; A0A2K6S6T4; A0A2K5PB84; A0A2K5KX34; A0A6J2EZV4; A0A2U3VCS0; A0A6J3EPA4; A0A3Q7SY23; G7PRW5; A0A2Y9H6F0; A0A3Q7WAT3; A0A384DGC7; A0A7J8EBZ4; A0A6J2LYH6; L9L452; A0A2K5IPU2; A0A2K5Z447; A0A673UVY2; A0A2I2YTI2; A0A452U536; A0A5F8ALB8; A0A2K5CC57; A0A452QKA0; A0A5K1UIY7; A0A452QKB5; UPI00101A45B4; UPI00046B7F75; UPI0003EBD27A; UPI0011147989; UPI000A3088F1; UPI00042BD566; UPI0010A11AF4; UPI0013F2E7EB; UPI000B4F7495; UPI00167FCB7B; UPI001AD6F3BB; UPI001261FEC9; UPI001920434C; UPI00109F9A49; UPI0014940415; UPI001155EABC; UPI00038BD884; UPI0018E3E4DE; UPI000CCC1FF4; UPI0013F331AC; UPI000C7ED04D; UPI000DC1A1ED; UPI001395EDBC; UPI0013C4F09F; UPI000333D9FC; UPI000157FA58; UPI00187CEC39; UPI00159E1F12; UPI000D17FC21; UPI00122DA46B; UPI0002BD0FEA; UPI000333394F; UPI001387385E; UPI0013637557; UPI00141BDB03; UPI00038F15E9; UPI0003F0AAA1; UPI0004ED05C6; UPI00123E65C3; UPI000C2A3D4B; UPI0004D0727B; UPI001486E166; UPI00076293C7; UPI000643A8FC; UPI000328C883; UPI0008137BF1; UPI0018743AF7; UPI001016D3CB; UPI000FFFB823; UPI0007A6F396; UPI0005F3C43D; UPI000938D250; UPI0018903A20; UPI00156C024B; UPI0016592B39; UPI0003343C62; UPI000DC15F23; UPI0005F46032; UPI0005F55C33,Homo sapiens (Human); Mus musculus (Mouse); Rattus norvegicus (Rat); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Neotoma lepida (Desert woodrat); Leptonychotes weddellii (Weddell seal) (Otaria weddellii); Ictidomys tridecemlineatus (Thirteen-lined ground squirrel) (Spermophilus tridecemlineatus); Canis lupus familiaris (Dog) (Canis familiaris); Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus); Lynx canadensis (Canada lynx),517,90%,9606; 10090; 10116; 9601; 56216; 9713; 43179; 9615; 10029; 61383; 10089; 9678; 10036; 9696; 225400; 191816; 9685; 32536; 9691; 230844; 185453; 60711; 30611; 9770; 59479; 9544; 9598; 9597; 1868482; 10160; 9646; 9749; 310752; 9545; 59472; 9483; 391180; 1706337; 61622; 61621; 9823; 9755; 9669; 9365; 379532; 9555; 48420; 9541; 40151; 9595; 34884; 39432; 2715852; 9531; 9704; 9708; 9515; 9627; 29088; 116960; 29073; 27622; 89673; 246437; 336983; 9568; 37032; 37293; 9643; 29078; 10093; 74533; 10041; 10117; 10047; 38674; 1608482; 35658; 95912; 491861; 79684; 1047088; 59463; 76717; 9565; 9720; 42100; 9371; 42254; 9417; 9430; 61853; 9733; 51337; 36723; 81572; 54180; 34839; 28737; 1026970; 591936; 482537; 61156; 9994; 30608; 9361; 9974; 143292; 34886; 93162; 291302; 186990; 50954; 9715; 9711; 143302
UniRef90_Q96BP2,partially reviewed and UniParc,Cluster: Coiled-coil-helix-coiled-coil-helix domain-containing protein 1,29,Q96BP2; H2Q242; A0A6D2XZG7; A0A7L4HEP2; I3MFI0; A0A663D7X3; H2NAJ0; A0A5E4ALT1; A0A2R9B2I5; G3QTM0; A0A2I3FV85; A0A1U7U4H7; F6Q8D5; A0A5F8AMB2; Q4R5Y5; G7PF04; A0A2K6CLA2; A0A2K6R6Q1; A0A2K6LJ08; A0A2K5HVS8; A0A096P4L9; A0A2K5XTG0; A0A2K5MPE3; A0A0D9R990; UPI0000D4D3E5; UPI0010933788; UPI0004D066E1; UPI00141A983E; UPI000C295E37,Homo sapiens (Human); Pan troglodytes (Chimpanzee); Podargus strigoides (Tawny frogmouth) (Caprimulgus strigoides); Ictidomys tridecemlineatus (Thirteen-lined ground squirrel) (Spermophilus tridecemlineatus); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Marmota monax (Woodchuck); Pan paniscus (Pygmy chimpanzee) (Bonobo); Gorilla gorilla gorilla (Western lowland gorilla); Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys); Carlito syrichta (Philippine tarsier) (Tarsius syrichta),118,90%,9606; 9598; 8905; 43179; 9601; 9995; 9597; 9595; 61853; 1868482; 9544; 9541; 9545; 61622; 61621; 336983; 9555; 9568; 9531; 60711; 482537; 54180; 591936
UniRef90_O60220,partially reviewed,Cluster: Mitochondrial import inner membrane translocase subunit Tim8 A,28,O60220; H2PW98; F7BGN5; U3D825; H2QYW7; A0A2K6R5F1; A0A2K5SFF0; H0WQ46; A0A2J8U667; A0A2K5L0K3; A0A2K5EB05; A0A096NYQ8; A0A2R8ZRL5; A0A0D9RBY1; A0A2K5Z165; G1R7I5; G3S6N4; A0A2K5X878; A0A6J3G7N3; A0A2K6CSS7; A0A2K6U4M5; I3M4Q9; A0A5E4CMF7; G7Q391; L8I7Z4; A0A4V6WNX2; H9FA94; Q0PR67,Homo sapiens (Human); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Macaca mulatta (Rhesus macaque); Callithrix jacchus (White-tufted-ear marmoset); Pan troglodytes (Chimpanzee); Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana); Cebus imitator (Panamanian white-faced capuchin) (Cebus capucinus imitator); Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby); Cercocebus atys (Sooty mangabey) (Cercocebus torquatus atys); Aotus nancymaae (Ma's night monkey),97,90%,9606; 9601; 9544; 9483; 9598; 61622; 2715852; 30611; 9531; 37293; 9555; 9597; 60711; 9568; 61853; 9595; 9541; 9515; 9545; 39432; 43179; 9995; 72004; 40151
UniRef90_Q9Y277,partially reviewed and UniParc,Cluster: Voltage-dependent anion-selective channel protein 3,126,Q9Y277; Q9MZ13; Q60931; Q29380; K7CAB0; G3RV76; H2PQ75; A0A663DBM6; A0A6D2Y106; A0A5F5XPL4; A0A7J7ZNA2; S7MD49; G1Q884; A0A2I2V1K5; A0A6J2AFF7; A0A667G3Z4; A0A6P4VJA1; A0A5F8HBY8; A0A6P6HPZ8; A0A3Q2LEJ5; A0A2Y9TC59; A0A2K6GUD8; L8IA11; A0A6P3HZC6; A0A4W2BWY0; A0A452FFW1; A0A6P5BH70; A0A6I9JDN7; A0A6I9LHL7; A0A3Q0DTU8; A0A6J0AYK2; F7DT77; A0A1U7Q3S6; G1DG83; A0A2U3ZXG9; A0A7J7EY91; A0A5F4BSW0; A0A5N4CHB8; A0A2Y9N6K1; A0A6G1AMC3; A0A6P3YPI7; A0A4X2KNP6; A0A6J3IPQ5; A0A2K5PF06; A0A3L7IDB5; A0A7J7ZSD1; G3TB48; A0A6P3EW38; A0A6P6HPS6; A0A2U3WX62; A0A7J8E065; A0A6P3QWL0; Q3TX38; L5LS23; A0A7J7ZAZ9; A0A7J7ZAP6; A0A6J2MWQ5; K9IZH2; M3WCM7; A0A6J2AFG2; A0A667G401; A0A6P4VFP8; A0A485N9V6; A0A1S2ZQ64; F6VI43; A0A7J8GN77; A0A2R9B3E1; A0A3Q7RTK4; A0A5E4B873; A0A7J7ZNA7; A0A340X2H9; Q3TTN3; A0A5K1UMK4; A0A1S3G0R9; A0A2U3UZ92; A0A341D1K2; A0A384A4B6; A0A3Q1LHM2; I6XPV3; A0A5N3VUQ1; A0A673TLI1; A0A481D4E6; UPI001155D356; UPI0001B79F62; UPI00032B0036; UPI0003317848; UPI00022B6B0F; UPI00038C3B88; UPI0019234515; UPI001486B71B; UPI001746748D; UPI00109F42CE; UPI0013636787; UPI001876869D; UPI00038BB77E; UPI00189FF5E3; UPI001386B1AE; UPI0003290196; UPI0007A70773; UPI00187CD857; UPI00038EAF9C; UPI000A308127; UPI0013C450AF; UPI00093B47B2; UPI000B4F8210; UPI0014872AFD; UPI00004A59F4; UPI0010A19A92; UPI0011556AD4; UPI00126196A7; UPI00033155B8; UPI00167FA5D6; UPI000332F80F; UPI0000E420FA; UPI000FFBB00B; UPI000989B012; UPI000626B1D5; UPI0018E363D9; UPI0018799926; UPI00032AEB6B; UPI00156C42E4; UPI00159D7BB7; UPI00027FBECC; UPI00189DB072; UPI0005F43105; UPI0002107735,Homo sapiens (Human); Bos taurus (Bovine); Mus musculus (Mouse); Sus scrofa (Pig); Pan troglodytes (Chimpanzee); Gorilla gorilla gorilla (Western lowland gorilla); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Felis catus (Cat) (Felis silvestris catus); Pipistrellus kuhlii (Kuhl's pipistrelle); Myotis brandtii (Brandt's bat),283,90%,9606; 9913; 10090; 9823; 9598; 9595; 9601; 9685; 59472; 109478; 59463; 32536; 61383; 9691; 13616; 9696; 9796; 9755; 379532; 72004; 43346; 30522; 9925; 9915; 185453; 230844; 1868482; 30538; 10036; 9708; 77932; 9615; 9838; 9749; 9678; 9940; 29139; 9515; 2715852; 10029; 59479; 9785; 10160; 9407; 132908; 225400; 51298; 89673; 9430; 191816; 9365; 27622; 9597; 9627; 9995; 118797; 9483; 10020; 9739; 1706337; 310752; 9888; 37032; 10116; 9978; 42254; 10141; 43179; 95912; 61156; 491861; 81572; 9771; 79684; 27675; 36723; 9361; 291302; 9417; 34839; 10093; 42100; 186990; 10047; 286419; 10041; 35658; 38674; 51337; 9371; 246437; 30608; 37293; 1047088; 192404; 9715; 39432; 336983
UniRef90_Q6NUK1,partially reviewed and UniParc,Cluster: Calcium-binding mitochondrial carrier protein SCaMC-1,21,Q6NUK1; K7C5F1; A0A2J8M4G1; H2PZI9; A0A2R9ALQ9; U3DLR7; B7ZB41; G3ICH6; Q6NUK1-2; A0A2J8M4E9; A0A2I2YRT5; H2R1R3; G1QLM1; A0A340WQQ5; G3RC52; H2N6K7; UPI000B4F74BE; UPI000B4F4885; UPI000D099441; UPI00123E5A17; UPI0011B03C7C,Homo sapiens (Human); Pan troglodytes (Chimpanzee); Pan paniscus (Pygmy chimpanzee) (Bonobo); Callithrix jacchus (White-tufted-ear marmoset); Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus); Gorilla gorilla gorilla (Western lowland gorilla); Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys); Lipotes vexillifer (Yangtze river dolphin); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Meriones unguiculatus (Mongolian jird) (Gerbillus unguiculatus),477,90%,9606; 9598; 9597; 9483; 10029; 9595; 61853; 118797; 9601; 10047; 61383
