,LHON,MELAS,ADOA,Leigh,MERRF,KSS,Alpers,LBSL,PDD,PEO,MS,Parkin,ALS,AD,Epil,Schiz,FA,HSP,WD
150,0.0,0.0,0.0,Q9P0J6,0.0,0.0,0.0,0.0,0.0,0.0,P28288,P22830,P13051,Q9NWT8,P27695,Q96IR7,0.0,0.0,0.0
151,0.0,0.0,0.0,O14561,0.0,0.0,0.0,0.0,0.0,0.0,Q9NR28,P25325,Q9NR28,Q96PG8,P06746,Q9BYV1,0.0,0.0,0.0
152,0.0,0.0,0.0,Q02218,0.0,0.0,0.0,0.0,0.0,0.0,Q9NRV9,Q12983,Q99807,P28838,P56381,Q16836,0.0,0.0,0.0
153,0.0,0.0,0.0,Q14790,0.0,0.0,0.0,0.0,0.0,0.0,P53396,P31040,Q16891,Q9HD23,P52758,P02794,0.0,0.0,0.0
154,0.0,0.0,0.0,O95140,0.0,0.0,0.0,0.0,0.0,0.0,Q8WUD6,P42704,P36957,Q9BQT8,Q96PG8,Q8N4E7,0.0,0.0,0.0
155,0.0,0.0,0.0,Q15070,0.0,0.0,0.0,0.0,0.0,0.0,P00367,P22033,Q9P0J6,Q8IXL7,Q9H9B4,Q08426,0.0,0.0,0.0
156,0.0,0.0,0.0,P03905,0.0,0.0,0.0,0.0,0.0,0.0,P21397,Q5SXM8,Q92934,P25705,Q8NFU3,P80404,0.0,0.0,0.0
157,0.0,0.0,0.0,O00429,0.0,0.0,0.0,0.0,0.0,0.0,Q9NRA0,P40305,O43819,O75390,P00395,Q9UK39,0.0,0.0,0.0
158,0.0,0.0,0.0,P40939,0.0,0.0,0.0,0.0,0.0,0.0,P43897,P30044,P21964,Q9UGM6,P42126,Q16795,0.0,0.0,0.0
159,0.0,0.0,0.0,Q96E11,0.0,0.0,0.0,0.0,0.0,0.0,Q16718,Q9NP92,Q96QU6,Q9P0J1,Q92934,P43304,0.0,0.0,0.0
160,0.0,0.0,0.0,Q8WUD6,0.0,0.0,0.0,0.0,0.0,0.0,P27338,Q9Y276,Q13085,Q13423,Q13686,P49448,0.0,0.0,0.0
161,0.0,0.0,0.0,P43155,0.0,0.0,0.0,0.0,0.0,0.0,P50416,Q13057,Q99714,Q7L3V2,Q99797,P49247,0.0,0.0,0.0
162,0.0,0.0,0.0,Q9BYT8,0.0,0.0,0.0,0.0,0.0,0.0,P07954,Q16836,Q9NP81,P21912,Q9NQZ5,P17612,0.0,0.0,0.0
163,0.0,0.0,0.0,Q6IB77,0.0,0.0,0.0,0.0,0.0,0.0,P41250,Q9HD23,P00505,P06746,Q9H078,O75746,0.0,0.0,0.0
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q9P0J6,Q9BZ23,O60313,Q9UDR5,O43772,Q15031,0.0,0.0,0.0
165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P21964,Q92667,Q8WUD6,Q6UB35,P30041,P09417,0.0,0.0,0.0
166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q99623,Q92934,Q9BYZ2,Q8NFF5,Q9NRD5,Q08257,0.0,0.0,0.0
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P42704,O14521,Q8IXI1,Q9UBX3,P17152,Q07820,0.0,0.0,0.0
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P06746,P10109,P07195,Q9NVV4,O60218,P36957,0.0,0.0,0.0
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q86UT6,Q9NVV4,Q13907,Q9NP92,Q14790,Q9UHN1,0.0,0.0,0.0
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q99757,O96008,Q9H0C2,Q9Y3D2,P53701,Q9HD23,0.0,0.0,0.0
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q9BZ23,P00156,Q8NE22,Q5T2R2,Q9UHN1,Q9P0J1,0.0,0.0,0.0
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q96RQ3,O95822,Q5JTZ9,Q9NR28,P24752,Q9HCL2,0.0,0.0,0.0
173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q16611,Q14296,Q9NP80,Q02318,P09417,Q86TW2,0.0,0.0,0.0
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P12694,Q99714,Q16654,P40939,Q9H9P8,Q9H825,0.0,0.0,0.0
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P14324,Q96RR1,P30048,O43488,P17612,Q16798,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P55789,P30048,Q13084,Q9HC21,P40305,Q8NFF5,0.0,0.0,0.0
177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q9HC21,P34913,Q92667,P10620,P10809,Q09013,0.0,0.0,0.0
178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P35218,P09417,P16260,P05496,Q15118,Q9Y3B8,0.0,0.0,0.0
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P21912,Q96HS1,O95847,Q9H3H1,Q5SXM8,Q9BXM7,0.0,0.0,0.0
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q9UDR5,Q8TD22,P05141,Q9BZ23,Q09013,Q9H300,0.0,0.0,0.0
181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P00846,Q9NXA8,P07954,Q56VL3,Q16611,Q9Y3E5,0.0,0.0,0.0
182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q8NI37,Q9UJZ1,Q70CQ3,P55851,Q86WU2,Q86Y79,0.0,0.0,0.0
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q9BXM7,Q96EY8,P13073,O60220,Q96RR1,Q9Y2D0,0.0,0.0,0.0
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O95139,O75390,Q9UBX3,Q9Y276,P54886,P03905,0.0,0.0,0.0
185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q13011,P54886,P10620,Q16795,Q9UIJ7,P35218,0.0,0.0,0.0
186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q9UK39,O60220,P00480,P11498,Q9UJA2,P09622,0.0,0.0,0.0
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P16260,O95847,P45880,Q13505,Q96I59,Q9NYZ2,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q8N9F0,Q99757,P41250,P33897,P34913,Q9NNW7,0.0,0.0,0.0
189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q13405,Q9H611,P17612,Q70CQ3,Q5T1C6,O95168,0.0,0.0,0.0
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q13084,Q9H2D1,P21549,P18859,Q16881,P00387,0.0,0.0,0.0
191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O95168,Q9Y3D2,P80404,Q06055,O75746,Q7L3V2,0.0,0.0,0.0
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P17612,P14324,P55957,Q14318,P06576,P30041,0.0,0.0,0.0
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O15527,Q9H2K0,O00429,P16260,Q9NWS8,P49821,0.0,0.0,0.0
194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O75390,P49448,Q9UDR5,Q9NRP4,P53396,Q9HD34,0.0,0.0,0.0
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O00429,P09622,Q9Y276,P07108,O75616,Q86WU2,0.0,0.0,0.0
196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P54098,O75027,P49419,P49247,O00142,P21796,0.0,0.0,0.0
197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P56556,P16260,Q9NX47,P30044,Q9H3H1,O95831,0.0,0.0,0.0
198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P49789,Q8N573,Q9BXW6,Q9UQ90,Q99798,P08559,0.0,0.0,0.0
199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q7Z434,Q13423,P57105,Q9NPE2,Q16774,P33897,0.0,0.0,0.0
200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O00763,P55789,Q10713,Q99551,P50440,P30044,0.0,0.0,0.0
201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q8NBU5,P78540,Q96TC7,Q12983,Q7Z4W1,O60220,0.0,0.0,0.0
202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P15538,O60218,Q9NS18,Q9NZJ7,Q7L3V2,Q53FZ2,0.0,0.0,0.0
203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q6J4K2,O95140,Q14596,P00395,P22234,Q9Y276,0.0,0.0,0.0
204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O14548,Q13505,Q07021,P31040,P32322,P00846,0.0,0.0,0.0
205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q96AY3,P00846,Q8NBU5,P80404,P11310,Q96RR1,0.0,0.0,0.0
206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q9UIJ7,Q16526,Q9NS69,Q8IWA4,Q16798,Q9UJA2,0.0,0.0,0.0
207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O43708,Q9H5Q4,Q8IWW8,P34913,Q9H2D1,Q9NWU1,0.0,0.0,0.0
208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q16881,Q8IWA4,Q96I51,P09417,P47985,O75879,0.0,0.0,0.0
209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q14197,Q96EY1,P43304,P23378,O43766,P16260,0.0,0.0,0.0
210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q14318,Q9NZ45,Q9NPE2,Q7Z4W1,Q92667,P34913,0.0,0.0,0.0
211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q9NNW7,P47985,Q9UJS0,Q8NE86,P21964,Q16775,0.0,0.0,0.0
212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P30048,Q02978,P49448,Q16891,Q9NTG7,Q9NXA8,0.0,0.0,0.0
213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q9NR77,O43521,O43708,P00414,P55851,Q9BQT8,0.0,0.0,0.0
214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P49411,Q9NP81,Q96RP9,P31327,Q96GA7,Q9P0J6,0.0,0.0,0.0
215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O75964,P35218,O75746,P45880,P49914,O95822,0.0,0.0,0.0
216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O95847,Q9Y5U8,Q9NRA0,Q7Z6M4,Q9HA77,O95258,0.0,0.0,0.0
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q16822,P0DKB6,Q9H7Z7,P42126,O75879,P10109,0.0,0.0,0.0
218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q7L3V2,Q7L3V2,Q9UJA2,Q8N0X4,Q96RP9,O95139,0.0,0.0,0.0
219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P25705,P34897,Q15388,P23434,Q8NI60,Q9H4A6,0.0,0.0,0.0
220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q02221,Q9UJ68,Q96PG8,Q9BQ95,Q16822,Q9HD36,0.0,0.0,0.0
221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q6YFQ2,O95563,O60238,Q99497,Q96PN6,O94826,0.0,0.0,0.0
222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P14854,O14874,Q16611,P31930,P33897,Q9BV79,0.0,0.0,0.0
223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P12074,P61604,Q8NE86,Q9NNW7,O94761,P31930,0.0,0.0,0.0
224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P49773,P35232,P17568,P14854,Q9HD23,Q16526,0.0,0.0,0.0
225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P00403,Q9UHN1,Q02221,P13051,P00156,O60313,0.0,0.0,0.0
226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q5JRX3,Q9NZJ7,Q6YFQ2,Q12887,Q9Y276,Q9NRV9,0.0,0.0,0.0
227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P00156,Q96E11,P14854,P22307,Q9UHK6,P23378,0.0,0.0,0.0
228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P22033,O75828,P12074,O75964,Q9Y6J8,Q96RQ3,0.0,0.0,0.0
229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q99798,Q13405,P61604,Q13232,Q9BXK5,Q4J6C6,0.0,0.0,0.0
230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q9H6K4,Q9NR28,P40305,P07954,P50336,P40305,0.0,0.0,0.0
231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P31040,Q8WVM0,P30041,Q9NX40,Q8TD30,Q9H1K1,0.0,0.0,0.0
232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q9P0J1,Q96PE7,P35232,P49916,O14548,O15527,0.0,0.0,0.0
233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q9HCC0,Q9BPX6,P03915,P05108,Q8IVH4,P26440,0.0,0.0,0.0
234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O60313,O95299,O15527,O95847,Q9P0J1,Q02218,0.0,0.0,0.0
235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O43920,P31327,O94761,P11182,P40926,P55211,0.0,0.0,0.0
236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q96CQ1,P23378,Q9UHN1,Q5SXM8,Q9HBH1,P14735,0.0,0.0,0.0
237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q567V2,P36957,Q08426,Q08257,P30405,P40939,0.0,0.0,0.0
238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O95182,P17612,P05091,O75414,P31040,Q9H9B4,0.0,0.0,0.0
239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q9Y6H3,P49675,Q14296,O00746,Q16795,O75570,0.0,0.0,0.0
240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q08J23,P23434,Q00325,P07195,Q8IVS8,Q9H2U2,0.0,0.0,0.0
241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q969Q5,P03886,O96008,O43847,P54868,Q9BUP0,0.0,0.0,0.0
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q5EBM0,Q969S9,P10809,O00483,Q13472,Q96IL0,0.0,0.0,0.0
243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q9UBJ2,O00483,Q96RR1,Q9UIF7,Q9Y6E7,Q9Y5U8,0.0,0.0,0.0
244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q92843,Q9NS69,P54098,Q9UKG9,Q4G0N4,P0DKB6,0.0,0.0,0.0
245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q07021,P03891,0.0,Q8TDB4,Q08AH3,O15270,0.0,0.0,0.0
246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q8IWW8,O95258,0.0,O95139,Q9BW92,Q8TB37,0.0,0.0,0.0
247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P55809,O75414,0.0,P22830,Q8N159,Q07021,0.0,0.0,0.0
248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q9NPE2,O00746,0.0,Q16635,Q7L3T8,Q96RP9,0.0,0.0,0.0
249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O95258,Q16540,0.0,O00142,Q8N442,P07954,0.0,0.0,0.0
250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P11182,P82932,0.0,O95822,P10109,P17568,0.0,0.0,0.0
251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P50336,O14925,0.0,Q9BYD1,P50416,P31327,0.0,0.0,0.0
252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P22234,P15538,0.0,Q9NRA0,P07954,Q9UBX3,0.0,0.0,0.0
253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O00483,Q9BXR0,0.0,O75947,P49821,Q16635,0.0,0.0,0.0
254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q13472,Q9UHK6,0.0,Q96I59,P25705,Q13794,0.0,0.0,0.0
255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P23786,O43772,0.0,Q9NYY8,Q02978,Q13057,0.0,0.0,0.0
256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q96KJ9,P45880,0.0,P50416,Q07973,P27695,0.0,0.0,0.0
257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q7L2E3,P40926,0.0,P33316,Q9UF12,O95140,0.0,0.0,0.0
258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q9NUL7,P07108,0.0,P33121,Q13057,P06746,0.0,0.0,0.0
259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q13323,P28838,0.0,Q02221,P21796,Q9NZJ7,0.0,0.0,0.0
260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P34897,O43766,0.0,Q6YFQ2,O75390,P54098,0.0,0.0,0.0
261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P03928,P53396,0.0,Q9UJA2,O43678,P49189,0.0,0.0,0.0
262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P13073,Q9HAV7,0.0,P12074,O60260,P78537,0.0,0.0,0.0
263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P00414,Q9P0J0,0.0,P05165,P35914,Q8N8Q8,0.0,0.0,0.0
264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P39210,Q9UKA2,0.0,P17568,P45954,Q9H903,0.0,0.0,0.0
265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O43772,P21953,0.0,P53396,Q969P6,Q2M3C7,0.0,0.0,0.0
266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q9UBX3,P49789,0.0,O15229,Q16526,P10606,0.0,0.0,0.0
267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P10620,P23786,0.0,Q9Y6H1,Q9BSE5,P31937,0.0,0.0,0.0
268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O75489,P56962,0.0,Q16774,Q9BXR0,Q9NRY6,0.0,0.0,0.0
269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q16635,Q96Q11,0.0,P30048,Q9BPX6,Q96GC5,0.0,0.0,0.0
270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O75306,O75608,0.0,O94826,P55809,Q9BRT2,0.0,0.0,0.0
271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q9Y3B8,Q9NS18,0.0,P54868,Q9H4A6,Q86VU5,0.0,0.0,0.0
272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P36957,Q6J4K2,0.0,P23786,Q15046,Q8WUT9,0.0,0.0,0.0
273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O43766,O95139,0.0,P36776,O15239,Q8N3Z0,0.0,0.0,0.0
274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O75251,Q16774,0.0,Q13323,Q9UBX3,Q96T52,0.0,0.0,0.0
275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q92934,Q96AY3,0.0,Q8N4Q0,P14324,P13995,0.0,0.0,0.0
276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q08257,P27144,0.0,P25874,Q8N3J5,Q02338,0.0,0.0,0.0
277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O43464,Q13232,0.0,O95168,P03915,P13196,0.0,0.0,0.0
278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P80404,Q9UJA2,0.0,Q13794,O96008,P82932,0.0,0.0,0.0
279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q16795,Q13323,0.0,Q09013,P09622,Q8WVM0,0.0,0.0,0.0
280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O95822,Q14318,0.0,P35232,P03886,P56556,0.0,0.0,0.0
281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P08559,O75964,0.0,Q9H9B4,P08559,Q7KZF4,0.0,0.0,0.0
282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P36776,0.0,O94761,Q8WWR8,O43847,0.0,0.0,0.0
283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q8NFF5,0.0,P00156,Q8IWW8,P11182,0.0,0.0,0.0
284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P12694,0.0,P10515,Q7Z695,O95299,0.0,0.0,0.0
285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P07954,0.0,Q92947,Q8TBP6,Q86SX6,0.0,0.0,0.0
286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q16822,0.0,P00846,Q8N5G0,P22234,0.0,0.0,0.0
287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O75616,0.0,Q7KZF4,Q02252,Q16718,0.0,0.0,0.0
288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q96PN6,0.0,Q96IL0,O95571,O43708,0.0,0.0,0.0
289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q07973,0.0,P55809,O95202,P23786,0.0,0.0,0.0
290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P04181,0.0,Q16775,O95139,Q9BXR0,0.0,0.0,0.0
291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O00142,0.0,Q96AY3,Q969V5,Q6UB35,0.0,0.0,0.0
292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P03915,0.0,Q9BV35,O75027,Q9H0U6,0.0,0.0,0.0
293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O15229,0.0,O75127,Q6PI48,O75027,0.0,0.0,0.0
294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P80404,0.0,Q9Y5T4,Q9NNW7,Q8IXL7,0.0,0.0,0.0
295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q9Y2D0,0.0,Q13268,Q9UJS0,Q16774,0.0,0.0,0.0
296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P33897,0.0,O75027,P07195,O14874,0.0,0.0,0.0
297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q9P0U1,0.0,P28288,P16260,Q9NR77,0.0,0.0,0.0
298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q8WVC6,0.0,P03891,O75964,P54819,0.0,0.0,0.0
299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q6ZT89,0.0,Q96I99,Q9NX14,Q96PE7,0.0,0.0,0.0
300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q7Z5L4,0.0,Q9UHK6,Q13323,Q5T440,0.0,0.0,0.0
301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P22695,0.0,Q9H2D1,Q02127,Q16822,0.0,0.0,0.0
302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q9H3K2,0.0,P00403,P12694,Q5ST30,0.0,0.0,0.0
303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q8NC60,0.0,O75489,Q8IWA4,O75616,0.0,0.0,0.0
304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P07919,0.0,P11177,Q9H611,P16219,0.0,0.0,0.0
305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q6DKK2,0.0,Q9UHN1,Q9Y697,Q9H611,0.0,0.0,0.0
306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q9P2J9,0.0,P08559,Q96H96,Q8NE86,0.0,0.0,0.0
307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P27105,0.0,P54098,O43521,Q07817,0.0,0.0,0.0
308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O75521,0.0,Q96RR1,P11177,P00403,0.0,0.0,0.0
309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q13162,0.0,Q15526,Q02218,Q04837,0.0,0.0,0.0
310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q8N1Q8,0.0,O75323,Q00059,P45880,0.0,0.0,0.0
