,num,ID,name,protein
1116,1116,R-HSA-6799198,Complex I biogenesis,P56556
1117,1117,R-HSA-6799198,Complex I biogenesis,O75306
1118,1118,R-HSA-6799198,Complex I biogenesis,Q9H845
1119,1119,R-HSA-6799198,Complex I biogenesis,O43676
1120,1120,R-HSA-6799198,Complex I biogenesis,O43674
1121,1121,R-HSA-6799198,Complex I biogenesis,O43678
1122,1122,R-HSA-6799198,Complex I biogenesis,P03905
1123,1123,R-HSA-6799198,Complex I biogenesis,O43677
1124,1124,R-HSA-6799198,Complex I biogenesis,Q9P0J0
1125,1125,R-HSA-6799198,Complex I biogenesis,O96000
1126,1126,R-HSA-6799198,Complex I biogenesis,P19404
1127,1127,R-HSA-6799198,Complex I biogenesis,Q8N183
1128,1128,R-HSA-6799198,Complex I biogenesis,Q16795
1129,1129,R-HSA-6799198,Complex I biogenesis,O15239
1130,1130,R-HSA-6799198,Complex I biogenesis,O95168
1131,1131,R-HSA-6799198,Complex I biogenesis,O95169
1132,1132,R-HSA-6799198,Complex I biogenesis,P28331
1133,1133,R-HSA-6799198,Complex I biogenesis,Q9UI09
1134,1134,R-HSA-6799198,Complex I biogenesis,O14561
1135,1135,R-HSA-6799198,Complex I biogenesis,P03915
1136,1136,R-HSA-6799198,Complex I biogenesis,O43920
1137,1137,R-HSA-6799198,Complex I biogenesis,Q7L592
1138,1138,R-HSA-6799198,Complex I biogenesis,Q16718
1139,1139,R-HSA-6799198,Complex I biogenesis,O95167
1140,1140,R-HSA-6799198,Complex I biogenesis,Q8TB37
1141,1141,R-HSA-6799198,Complex I biogenesis,Q9BU61
1142,1142,R-HSA-6799198,Complex I biogenesis,O75251
1143,1143,R-HSA-6799198,Complex I biogenesis,O75380
1144,1144,R-HSA-6799198,Complex I biogenesis,Q9NPL8
1145,1145,R-HSA-6799198,Complex I biogenesis,Q96B77
1146,1146,R-HSA-6799198,Complex I biogenesis,P03886
1147,1147,R-HSA-6799198,Complex I biogenesis,O75489
1148,1148,R-HSA-6799198,Complex I biogenesis,O95139
1149,1149,R-HSA-6799198,Complex I biogenesis,Q9P032
1150,1150,R-HSA-6799198,Complex I biogenesis,P03923
1151,1151,R-HSA-6799198,Complex I biogenesis,Q9BQ95
1152,1152,R-HSA-6799198,Complex I biogenesis,Q9GZY4
1153,1153,R-HSA-6799198,Complex I biogenesis,O95298
1154,1154,R-HSA-6799198,Complex I biogenesis,O95299
1155,1155,R-HSA-6799198,Complex I biogenesis,O95178
1156,1156,R-HSA-6799198,Complex I biogenesis,P17568
1157,1157,R-HSA-6799198,Complex I biogenesis,Q9Y6M9
1158,1158,R-HSA-6799198,Complex I biogenesis,P03891
1159,1159,R-HSA-6799198,Complex I biogenesis,P56181
1160,1160,R-HSA-6799198,Complex I biogenesis,O43181
1161,1161,R-HSA-6799198,Complex I biogenesis,O00217
1162,1162,R-HSA-6799198,Complex I biogenesis,O75438
1163,1163,R-HSA-6799198,Complex I biogenesis,P51970
1164,1164,R-HSA-6799198,Complex I biogenesis,P03897
1165,1165,R-HSA-6799198,Complex I biogenesis,Q9Y375
1166,1166,R-HSA-6799198,Complex I biogenesis,O95182
1167,1167,R-HSA-6799198,Complex I biogenesis,Q9NX14
1168,1168,R-HSA-6799198,Complex I biogenesis,Q86Y39
1169,1169,R-HSA-6799198,Complex I biogenesis,Q330K2
1170,1170,R-HSA-6799198,Complex I biogenesis,P49821
1171,1171,R-HSA-6799198,Complex I biogenesis,Q8IUX1
1172,1172,R-HSA-6799198,Complex I biogenesis,Q5TEU4
1173,1173,R-HSA-6799198,Complex I biogenesis,O95139
1174,1174,R-HSA-6799198,Complex I biogenesis,Q9UI09
1175,1175,R-HSA-6799198,Complex I biogenesis,P03886
1176,1176,R-HSA-6799198,Complex I biogenesis,O43181
1177,1177,R-HSA-6799198,Complex I biogenesis,Q5TEU4
1178,1178,R-HSA-6799198,Complex I biogenesis,O75489
1179,1179,R-HSA-6799198,Complex I biogenesis,P49821
1180,1180,R-HSA-6799198,Complex I biogenesis,P56181
1181,1181,R-HSA-6799198,Complex I biogenesis,P19404
1182,1182,R-HSA-6799198,Complex I biogenesis,Q8N183
1183,1183,R-HSA-6799198,Complex I biogenesis,Q9NPL8
1184,1184,R-HSA-6799198,Complex I biogenesis,P03923
1185,1185,R-HSA-6799198,Complex I biogenesis,P03915
1186,1186,R-HSA-6799198,Complex I biogenesis,Q9P032
1187,1187,R-HSA-6799198,Complex I biogenesis,Q9BU61
1188,1188,R-HSA-6799198,Complex I biogenesis,P03905
1189,1189,R-HSA-6799198,Complex I biogenesis,O43920
1190,1190,R-HSA-6799198,Complex I biogenesis,O75380
1191,1191,R-HSA-1430728,Metabolism,Q8N1Q8
1192,1192,R-HSA-1430728,Metabolism,O75947
1193,1193,R-HSA-1430728,Metabolism,Q9H845
1194,1194,R-HSA-1430728,Metabolism,A8MXV4
1195,1195,R-HSA-1430728,Metabolism,O00142
1196,1196,R-HSA-1430728,Metabolism,P16219
1197,1197,R-HSA-1430728,Metabolism,Q9P2R7
1198,1198,R-HSA-1430728,Metabolism,Q8IVH4
1199,1199,R-HSA-1430728,Metabolism,P13196
1200,1200,R-HSA-1430728,Metabolism,P13073
1201,1201,R-HSA-1430728,Metabolism,Q9UJS0
1202,1202,R-HSA-1430728,Metabolism,Q9UKU0
1203,1203,R-HSA-1430728,Metabolism,Q8N465
1204,1204,R-HSA-1430728,Metabolism,Q86XE5
1205,1205,R-HSA-1430728,Metabolism,O14548
1206,1206,R-HSA-1430728,Metabolism,O75828
1207,1207,R-HSA-1430728,Metabolism,Q9UKU7
1208,1208,R-HSA-1430728,Metabolism,P28330
1209,1209,R-HSA-1430728,Metabolism,P48047
1210,1210,R-HSA-1430728,Metabolism,P28331
1211,1211,R-HSA-1430728,Metabolism,Q9UI09
1212,1212,R-HSA-1430728,Metabolism,O14561
1213,1213,R-HSA-1430728,Metabolism,O00154
1214,1214,R-HSA-1430728,Metabolism,Q7L592
1215,1215,R-HSA-1430728,Metabolism,Q9NR77
1216,1216,R-HSA-1430728,Metabolism,P54868
1217,1217,R-HSA-1430728,Metabolism,O95563
1218,1218,R-HSA-1430728,Metabolism,O60218
1219,1219,R-HSA-1430728,Metabolism,P38117
1220,1220,R-HSA-1430728,Metabolism,O15528
1221,1221,R-HSA-1430728,Metabolism,P49247
1222,1222,R-HSA-1430728,Metabolism,Q9UI17
1223,1223,R-HSA-1430728,Metabolism,Q6P4F2
1224,1224,R-HSA-1430728,Metabolism,Q08426
1225,1225,R-HSA-1430728,Metabolism,Q5T2R2
1226,1226,R-HSA-1430728,Metabolism,Q8NE62
1227,1227,R-HSA-1430728,Metabolism,Q9GZY4
1228,1228,R-HSA-1430728,Metabolism,O95571
1229,1229,R-HSA-1430728,Metabolism,Q68CK6
1230,1230,R-HSA-1430728,Metabolism,P18859
1231,1231,R-HSA-1430728,Metabolism,Q86WA6
1232,1232,R-HSA-1430728,Metabolism,Q8N4T8
1233,1233,R-HSA-1430728,Metabolism,P54886
1234,1234,R-HSA-1430728,Metabolism,Q92947
1235,1235,R-HSA-1430728,Metabolism,P55851
1236,1236,R-HSA-1430728,Metabolism,Q9Y2Z9
1237,1237,R-HSA-1430728,Metabolism,Q86SX6
1238,1238,R-HSA-1430728,Metabolism,Q9NRZ5
1239,1239,R-HSA-1430728,Metabolism,P99999
1240,1240,R-HSA-1430728,Metabolism,Q13825
1241,1241,R-HSA-1430728,Metabolism,Q8NAN2
1242,1242,R-HSA-1430728,Metabolism,Q6UB35
1243,1243,R-HSA-1430728,Metabolism,Q6IB77
1244,1244,R-HSA-1430728,Metabolism,P21912
1245,1245,R-HSA-1430728,Metabolism,P17540
1246,1246,R-HSA-1430728,Metabolism,Q9UI32
1247,1247,R-HSA-1430728,Metabolism,Q6NUN0
1248,1248,R-HSA-1430728,Metabolism,Q330K2
1249,1249,R-HSA-1430728,Metabolism,P27338
1250,1250,R-HSA-1430728,Metabolism,Q9UL12
1251,1251,R-HSA-1430728,Metabolism,P49189
1252,1252,R-HSA-1430728,Metabolism,Q9H1K1
1253,1253,R-HSA-1430728,Metabolism,Q9NZB8
1254,1254,R-HSA-1430728,Metabolism,P52758
1255,1255,R-HSA-1430728,Metabolism,P50213
1256,1256,R-HSA-1430728,Metabolism,P50336
1257,1257,R-HSA-1430728,Metabolism,Q9P0J0
1258,1258,R-HSA-1430728,Metabolism,Q9P0J1
1259,1259,R-HSA-1430728,Metabolism,P19404
1260,1260,R-HSA-1430728,Metabolism,P21964
1261,1261,R-HSA-1430728,Metabolism,P54819
1262,1262,R-HSA-1430728,Metabolism,P16260
1263,1263,R-HSA-1430728,Metabolism,Q4G176
1264,1264,R-HSA-1430728,Metabolism,P05496
1265,1265,R-HSA-1430728,Metabolism,P34913
1266,1266,R-HSA-1430728,Metabolism,P10606
1267,1267,R-HSA-1430728,Metabolism,P51553
1268,1268,R-HSA-1430728,Metabolism,Q9UHK6
1269,1269,R-HSA-1430728,Metabolism,Q9Y234
1270,1270,R-HSA-1430728,Metabolism,O14880
1271,1271,R-HSA-1430728,Metabolism,P55916
1272,1272,R-HSA-1430728,Metabolism,P23919
1273,1273,R-HSA-1430728,Metabolism,O14874
1274,1274,R-HSA-1430728,Metabolism,A6NK58
1275,1275,R-HSA-1430728,Metabolism,Q92523
1276,1276,R-HSA-1430728,Metabolism,P09622
1277,1277,R-HSA-1430728,Metabolism,P07203
1278,1278,R-HSA-1430728,Metabolism,O95258
1279,1279,R-HSA-1430728,Metabolism,P05108
1280,1280,R-HSA-1430728,Metabolism,Q08AH3
1281,1281,R-HSA-1430728,Metabolism,Q08AH1
1282,1282,R-HSA-1430728,Metabolism,O95139
1283,1283,R-HSA-1430728,Metabolism,Q12887
1284,1284,R-HSA-1430728,Metabolism,Q8NCW5
1285,1285,R-HSA-1430728,Metabolism,O00483
1286,1286,R-HSA-1430728,Metabolism,Q9BQ95
1287,1287,R-HSA-1430728,Metabolism,P51687
1288,1288,R-HSA-1430728,Metabolism,P17568
1289,1289,R-HSA-1430728,Metabolism,P42765
1290,1290,R-HSA-1430728,Metabolism,Q9HCL2
1291,1291,R-HSA-1430728,Metabolism,P55809
1292,1292,R-HSA-1430728,Metabolism,O14521
1293,1293,R-HSA-1430728,Metabolism,O43181
1294,1294,R-HSA-1430728,Metabolism,P27144
1295,1295,R-HSA-1430728,Metabolism,Q92506
1296,1296,R-HSA-1430728,Metabolism,P30536
1297,1297,R-HSA-1430728,Metabolism,Q9Y375
1298,1298,R-HSA-1430728,Metabolism,Q9H3L0
1299,1299,R-HSA-1430728,Metabolism,Q9H6R3
1300,1300,R-HSA-1430728,Metabolism,Q8IWL3
1301,1301,R-HSA-1430728,Metabolism,P21953
1302,1302,R-HSA-1430728,Metabolism,Q8N5Z0
1303,1303,R-HSA-1430728,Metabolism,Q86YH6
1304,1304,R-HSA-1430728,Metabolism,P06576
1305,1305,R-HSA-1430728,Metabolism,Q9H8M1
1306,1306,R-HSA-1430728,Metabolism,P00395
1307,1307,R-HSA-1430728,Metabolism,Q9Y305
1308,1308,R-HSA-1430728,Metabolism,Q9Y5U8
1309,1309,R-HSA-1430728,Metabolism,P00390
1310,1310,R-HSA-1430728,Metabolism,P50416
1311,1311,R-HSA-1430728,Metabolism,O96000
1312,1312,R-HSA-1430728,Metabolism,Q99766
1313,1313,R-HSA-1430728,Metabolism,Q99643
1314,1314,R-HSA-1430728,Metabolism,Q02978
1315,1315,R-HSA-1430728,Metabolism,O14949
1316,1316,R-HSA-1430728,Metabolism,Q13085
1317,1317,R-HSA-1430728,Metabolism,Q9P2J9
1318,1318,R-HSA-1430728,Metabolism,P29803
1319,1319,R-HSA-1430728,Metabolism,P00387
1320,1320,R-HSA-1430728,Metabolism,P49419
1321,1321,R-HSA-1430728,Metabolism,P25325
1322,1322,R-HSA-1430728,Metabolism,Q16595
1323,1323,R-HSA-1430728,Metabolism,O95168
1324,1324,R-HSA-1430728,Metabolism,O95169
1325,1325,R-HSA-1430728,Metabolism,O43169
1326,1326,R-HSA-1430728,Metabolism,P48201
1327,1327,R-HSA-1430728,Metabolism,P15538
1328,1328,R-HSA-1430728,Metabolism,P07919
1329,1329,R-HSA-1430728,Metabolism,P11177
1330,1330,R-HSA-1430728,Metabolism,P14324
1331,1331,R-HSA-1430728,Metabolism,O95167
1332,1332,R-HSA-1430728,Metabolism,Q9BU61
1333,1333,R-HSA-1430728,Metabolism,O14957
1334,1334,R-HSA-1430728,Metabolism,P11182
1335,1335,R-HSA-1430728,Metabolism,Q9NPL8
1336,1336,R-HSA-1430728,Metabolism,O14832
1337,1337,R-HSA-1430728,Metabolism,Q99757
1338,1338,R-HSA-1430728,Metabolism,P03886
1339,1339,R-HSA-1430728,Metabolism,Q9BV79
1340,1340,R-HSA-1430728,Metabolism,Q9Y2Q3
1341,1341,R-HSA-1430728,Metabolism,P51648
1342,1342,R-HSA-1430728,Metabolism,O95298
1343,1343,R-HSA-1430728,Metabolism,O95299
1344,1344,R-HSA-1430728,Metabolism,O95178
1345,1345,R-HSA-1430728,Metabolism,P10176
1346,1346,R-HSA-1430728,Metabolism,Q9BW91
1347,1347,R-HSA-1430728,Metabolism,Q96T66
1348,1348,R-HSA-1430728,Metabolism,P23368
1349,1349,R-HSA-1430728,Metabolism,Q16134
1350,1350,R-HSA-1430728,Metabolism,P49753
1351,1351,R-HSA-1430728,Metabolism,P22033
1352,1352,R-HSA-1430728,Metabolism,P03891
1353,1353,R-HSA-1430728,Metabolism,Q15046
1354,1354,R-HSA-1430728,Metabolism,O00217
1355,1355,R-HSA-1430728,Metabolism,P50440
1356,1356,R-HSA-1430728,Metabolism,Q96EY8
1357,1357,R-HSA-1430728,Metabolism,P03897
1358,1358,R-HSA-1430728,Metabolism,P40939
1359,1359,R-HSA-1430728,Metabolism,Q9Y697
1360,1360,R-HSA-1430728,Metabolism,Q8N3J5
1361,1361,R-HSA-1430728,Metabolism,O00330
1362,1362,R-HSA-1430728,Metabolism,O95182
1363,1363,R-HSA-1430728,Metabolism,P51659
1364,1364,R-HSA-1430728,Metabolism,Q6IAN0
1365,1365,R-HSA-1430728,Metabolism,O43272
1366,1366,R-HSA-1430728,Metabolism,P00156
1367,1367,R-HSA-1430728,Metabolism,P49748
1368,1368,R-HSA-1430728,Metabolism,P23378
1369,1369,R-HSA-1430728,Metabolism,Q9BQT8
1370,1370,R-HSA-1430728,Metabolism,P31930
1371,1371,R-HSA-1430728,Metabolism,O00746
1372,1372,R-HSA-1430728,Metabolism,Q4G0N4
1373,1373,R-HSA-1430728,Metabolism,Q3SY69
1374,1374,R-HSA-1430728,Metabolism,P31937
1375,1375,R-HSA-1430728,Metabolism,Q32NB8
1376,1376,R-HSA-1430728,Metabolism,Q9NUQ2
1377,1377,R-HSA-1430728,Metabolism,P42704
1378,1378,R-HSA-1430728,Metabolism,Q9BYC2
1379,1379,R-HSA-1430728,Metabolism,Q9NVS9
1380,1380,R-HSA-1430728,Metabolism,P07954
1381,1381,R-HSA-1430728,Metabolism,Q9H2D1
1382,1382,R-HSA-1430728,Metabolism,O43488
1383,1383,R-HSA-1430728,Metabolism,P30837
1384,1384,R-HSA-1430728,Metabolism,Q9NYZ2
1385,1385,R-HSA-1430728,Metabolism,Q06055
1386,1386,R-HSA-1430728,Metabolism,Q969G6
1387,1387,R-HSA-1430728,Metabolism,P12074
1388,1388,R-HSA-1430728,Metabolism,Q9NPH0
1389,1389,R-HSA-1430728,Metabolism,Q99798
1390,1390,R-HSA-1430728,Metabolism,Q9UBX3
1391,1391,R-HSA-1430728,Metabolism,P49327
1392,1392,R-HSA-1430728,Metabolism,P49448
1393,1393,R-HSA-1430728,Metabolism,Q49B96
1394,1394,R-HSA-1430728,Metabolism,P55084
1395,1395,R-HSA-1430728,Metabolism,P26440
1396,1396,R-HSA-1430728,Metabolism,Q96B77
1397,1397,R-HSA-1430728,Metabolism,Q9H903
1398,1398,R-HSA-1430728,Metabolism,Q6NUI2
1399,1399,R-HSA-1430728,Metabolism,O00763
1400,1400,R-HSA-1430728,Metabolism,Q8NFU3
1401,1401,R-HSA-1430728,Metabolism,Q8NCN5
1402,1402,R-HSA-1430728,Metabolism,Q96GA7
1403,1403,R-HSA-1430728,Metabolism,Q9H9P8
1404,1404,R-HSA-1430728,Metabolism,P56181
1405,1405,R-HSA-1430728,Metabolism,Q96A46
1406,1406,R-HSA-1430728,Metabolism,P51970
1407,1407,R-HSA-1430728,Metabolism,P49675
1408,1408,R-HSA-1430728,Metabolism,Q12931
1409,1409,R-HSA-1430728,Metabolism,Q9HCC0
1410,1410,R-HSA-1430728,Metabolism,Q13907
1411,1411,R-HSA-1430728,Metabolism,Q9UKK9
1412,1412,R-HSA-1430728,Metabolism,P17612
1413,1413,R-HSA-1430728,Metabolism,P35270
1414,1414,R-HSA-1430728,Metabolism,Q9NPJ3
1415,1415,R-HSA-1430728,Metabolism,Q53FZ2
1416,1416,R-HSA-1430728,Metabolism,P0C7M7
1417,1417,R-HSA-1430728,Metabolism,Q6JQN1
1418,1418,R-HSA-1430728,Metabolism,Q5TEU4
1419,1419,R-HSA-1430728,Metabolism,Q96H96
1420,1420,R-HSA-1430728,Metabolism,O43676
1421,1421,R-HSA-1430728,Metabolism,O75027
1422,1422,R-HSA-1430728,Metabolism,O43674
1423,1423,R-HSA-1430728,Metabolism,O43678
1424,1424,R-HSA-1430728,Metabolism,O43677
1425,1425,R-HSA-1430728,Metabolism,P12532
1426,1426,R-HSA-1430728,Metabolism,Q02338
1427,1427,R-HSA-1430728,Metabolism,Q9UDW1
1428,1428,R-HSA-1430728,Metabolism,Q02218
1429,1429,R-HSA-1430728,Metabolism,O75390
1430,1430,R-HSA-1430728,Metabolism,P48728
1431,1431,R-HSA-1430728,Metabolism,P07195
1432,1432,R-HSA-1430728,Metabolism,Q99807
1433,1433,R-HSA-1430728,Metabolism,P23786
1434,1434,R-HSA-1430728,Metabolism,P22695
1435,1435,R-HSA-1430728,Metabolism,P43155
1436,1436,R-HSA-1430728,Metabolism,P24752
1437,1437,R-HSA-1430728,Metabolism,Q8TD30
1438,1438,R-HSA-1430728,Metabolism,Q16635
1439,1439,R-HSA-1430728,Metabolism,P13995
1440,1440,R-HSA-1430728,Metabolism,Q96HY7
1441,1441,R-HSA-1430728,Metabolism,O75251
1442,1442,R-HSA-1430728,Metabolism,Q709F0
1443,1443,R-HSA-1430728,Metabolism,O75380
1444,1444,R-HSA-1430728,Metabolism,Q8N2A8
1445,1445,R-HSA-1430728,Metabolism,P30084
1446,1446,R-HSA-1430728,Metabolism,P23434
1447,1447,R-HSA-1430728,Metabolism,Q16762
1448,1448,R-HSA-1430728,Metabolism,P47985
1449,1449,R-HSA-1430728,Metabolism,P00414
1450,1450,R-HSA-1430728,Metabolism,Q9BYV7
1451,1451,R-HSA-1430728,Metabolism,Q5T1C6
1452,1452,R-HSA-1430728,Metabolism,Q16881
1453,1453,R-HSA-1430728,Metabolism,Q6YP21
1454,1454,R-HSA-1430728,Metabolism,Q9BYV1
1455,1455,R-HSA-1430728,Metabolism,P36969
1456,1456,R-HSA-1430728,Metabolism,O75489
1457,1457,R-HSA-1430728,Metabolism,P56134
1458,1458,R-HSA-1430728,Metabolism,O43772
1459,1459,R-HSA-1430728,Metabolism,P03923
1460,1460,R-HSA-1430728,Metabolism,P03928
1461,1461,R-HSA-1430728,Metabolism,Q96I99
1462,1462,R-HSA-1430728,Metabolism,Q96H78
1463,1463,R-HSA-1430728,Metabolism,Q969Z3
1464,1464,R-HSA-1430728,Metabolism,Q02318
1465,1465,R-HSA-1430728,Metabolism,P25705
1466,1466,R-HSA-1430728,Metabolism,P09110
1467,1467,R-HSA-1430728,Metabolism,Q96CM8
1468,1468,R-HSA-1430728,Metabolism,P31040
1469,1469,R-HSA-1430728,Metabolism,O94925
1470,1470,R-HSA-1430728,Metabolism,P56385
1471,1471,R-HSA-1430728,Metabolism,Q16774
1472,1472,R-HSA-1430728,Metabolism,Q16654
1473,1473,R-HSA-1430728,Metabolism,Q16775
1474,1474,R-HSA-1430728,Metabolism,Q8WUK0
1475,1475,R-HSA-1430728,Metabolism,P22557
1476,1476,R-HSA-1430728,Metabolism,P56381
1477,1477,R-HSA-1430728,Metabolism,P49914
1478,1478,R-HSA-1430728,Metabolism,Q53H12
1479,1479,R-HSA-1430728,Metabolism,P36957
1480,1480,R-HSA-1430728,Metabolism,P22570
1481,1481,R-HSA-1430728,Metabolism,P10109
1482,1482,R-HSA-1430728,Metabolism,Q9Y619
1483,1483,R-HSA-1430728,Metabolism,P11310
1484,1484,R-HSA-1430728,Metabolism,P34897
1485,1485,R-HSA-1430728,Metabolism,Q9UKG9
1486,1486,R-HSA-1430728,Metabolism,Q05932
1487,1487,R-HSA-1430728,Metabolism,Q86Y39
1488,1488,R-HSA-1430728,Metabolism,Q9BSH4
1489,1489,R-HSA-1430728,Metabolism,Q6P587
1490,1490,R-HSA-1430728,Metabolism,P56556
1491,1491,R-HSA-1430728,Metabolism,P40926
1492,1492,R-HSA-1430728,Metabolism,P19099
1493,1493,R-HSA-1430728,Metabolism,Q86U28
1494,1494,R-HSA-1430728,Metabolism,P36542
1495,1495,R-HSA-1430728,Metabolism,P35218
1496,1496,R-HSA-1430728,Metabolism,P12694
1497,1497,R-HSA-1430728,Metabolism,Q96C36
1498,1498,R-HSA-1430728,Metabolism,Q96RQ3
1499,1499,R-HSA-1430728,Metabolism,Q9NYQ3
1500,1500,R-HSA-1430728,Metabolism,P36551
1501,1501,R-HSA-1430728,Metabolism,Q16795
1502,1502,R-HSA-1430728,Metabolism,P24311
1503,1503,R-HSA-1430728,Metabolism,Q16798
1504,1504,R-HSA-1430728,Metabolism,Q9Y2D0
1505,1505,R-HSA-1430728,Metabolism,O43766
1506,1506,R-HSA-1430728,Metabolism,Q8TB37
1507,1507,R-HSA-1430728,Metabolism,P11498
1508,1508,R-HSA-1430728,Metabolism,Q9NUJ1
1509,1509,R-HSA-1430728,Metabolism,Q96MF6
1510,1510,R-HSA-1430728,Metabolism,Q13057
1511,1511,R-HSA-1430728,Metabolism,Q99714
1512,1512,R-HSA-1430728,Metabolism,Q15118
1513,1513,R-HSA-1430728,Metabolism,O75208
1514,1514,R-HSA-1430728,Metabolism,Q15119
1515,1515,R-HSA-1430728,Metabolism,Q8N8Q8
1516,1516,R-HSA-1430728,Metabolism,P14854
1517,1517,R-HSA-1430728,Metabolism,Q9BYZ2
1518,1518,R-HSA-1430728,Metabolism,Q86X67
1519,1519,R-HSA-1430728,Metabolism,Q9Y6M9
1520,1520,R-HSA-1430728,Metabolism,P24539
1521,1521,R-HSA-1430728,Metabolism,P22234
1522,1522,R-HSA-1430728,Metabolism,Q9UBQ7
1523,1523,R-HSA-1430728,Metabolism,Q15120
1524,1524,R-HSA-1430728,Metabolism,P00367
1525,1525,R-HSA-1430728,Metabolism,Q16698
1526,1526,R-HSA-1430728,Metabolism,P00480
1527,1527,R-HSA-1430728,Metabolism,O75438
1528,1528,R-HSA-1430728,Metabolism,O95822
1529,1529,R-HSA-1430728,Metabolism,Q9BXW6
1530,1530,R-HSA-1430728,Metabolism,Q9Y6N5
1531,1531,R-HSA-1430728,Metabolism,O43865
1532,1532,R-HSA-1430728,Metabolism,P33121
1533,1533,R-HSA-1430728,Metabolism,P15954
1534,1534,R-HSA-1430728,Metabolism,Q9UJA2
1535,1535,R-HSA-1430728,Metabolism,Q9Y6N1
1536,1536,R-HSA-1430728,Metabolism,Q9NX14
1537,1537,R-HSA-1430728,Metabolism,P21397
1538,1538,R-HSA-1430728,Metabolism,P49821
1539,1539,R-HSA-1430728,Metabolism,Q9NPB1
1540,1540,R-HSA-1430728,Metabolism,Q8WWR8
1541,1541,R-HSA-1430728,Metabolism,Q8IUX1
1542,1542,R-HSA-1430728,Metabolism,P48735
1543,1543,R-HSA-1430728,Metabolism,P25874
1544,1544,R-HSA-1430728,Metabolism,O75306
1545,1545,R-HSA-1430728,Metabolism,Q7KZN9
1546,1546,R-HSA-1430728,Metabolism,P07108
1547,1547,R-HSA-1430728,Metabolism,P08559
1548,1548,R-HSA-1430728,Metabolism,P78540
1549,1549,R-HSA-1430728,Metabolism,P10515
1550,1550,R-HSA-1430728,Metabolism,Q96I36
1551,1551,R-HSA-1430728,Metabolism,O43837
1552,1552,R-HSA-1430728,Metabolism,P53007
1553,1553,R-HSA-1430728,Metabolism,Q6NVY1
1554,1554,R-HSA-1430728,Metabolism,Q8N183
1555,1555,R-HSA-1430728,Metabolism,Q9HD34
1556,1556,R-HSA-1430728,Metabolism,O15239
1557,1557,R-HSA-1430728,Metabolism,P20674
1558,1558,R-HSA-1430728,Metabolism,Q8WUD6
1559,1559,R-HSA-1430728,Metabolism,P09417
1560,1560,R-HSA-1430728,Metabolism,P31327
1561,1561,R-HSA-1430728,Metabolism,Q9H7Z7
1562,1562,R-HSA-1430728,Metabolism,O75891
1563,1563,R-HSA-1430728,Metabolism,P43304
1564,1564,R-HSA-1430728,Metabolism,P86397
1565,1565,R-HSA-1430728,Metabolism,Q7Z4W1
1566,1566,R-HSA-1430728,Metabolism,Q9UG56
1567,1567,R-HSA-1430728,Metabolism,P08574
1568,1568,R-HSA-1430728,Metabolism,O95847
1569,1569,R-HSA-1430728,Metabolism,Q9NVH6
1570,1570,R-HSA-1430728,Metabolism,O15382
1571,1571,R-HSA-1430728,Metabolism,P35914
1572,1572,R-HSA-1430728,Metabolism,Q8WXI4
1573,1573,R-HSA-1430728,Metabolism,Q5VT66
1574,1574,R-HSA-1430728,Metabolism,O75521
1575,1575,R-HSA-1430728,Metabolism,Q07973
1576,1576,R-HSA-1430728,Metabolism,O75880
1577,1577,R-HSA-1430728,Metabolism,O43819
1578,1578,R-HSA-1430728,Metabolism,P00846
1579,1579,R-HSA-1430728,Metabolism,P04181
1580,1580,R-HSA-1430728,Metabolism,Q9BUE6
1581,1581,R-HSA-1430728,Metabolism,Q5HYK3
1582,1582,R-HSA-1430728,Metabolism,Q9NRA0
1583,1583,R-HSA-1430728,Metabolism,P45954
1584,1584,R-HSA-1430728,Metabolism,P22830
1585,1585,R-HSA-1430728,Metabolism,Q13423
1586,1586,R-HSA-1430728,Metabolism,O15270
1587,1587,R-HSA-1430728,Metabolism,P53396
1588,1588,R-HSA-1430728,Metabolism,P10620
1589,1589,R-HSA-1430728,Metabolism,Q8N9F0
1590,1590,R-HSA-1430728,Metabolism,O43708
1591,1591,R-HSA-1430728,Metabolism,Q9UDR5
1592,1592,R-HSA-1430728,Metabolism,P05165
1593,1593,R-HSA-1430728,Metabolism,P05166
1594,1594,R-HSA-1430728,Metabolism,Q8N159
1595,1595,R-HSA-1430728,Metabolism,Q9NZJ6
1596,1596,R-HSA-1430728,Metabolism,P30049
1597,1597,R-HSA-1430728,Metabolism,Q96PE7
1598,1598,R-HSA-1430728,Metabolism,O75746
1599,1599,R-HSA-1430728,Metabolism,P33316
1600,1600,R-HSA-1430728,Metabolism,Q16822
1601,1601,R-HSA-1430728,Metabolism,Q8IWW8
1602,1602,R-HSA-1430728,Metabolism,P03905
1603,1603,R-HSA-1430728,Metabolism,Q9H2U2
1604,1604,R-HSA-1430728,Metabolism,P05091
1605,1605,R-HSA-1430728,Metabolism,P00505
1606,1606,R-HSA-1430728,Metabolism,Q7L4E1
1607,1607,R-HSA-1430728,Metabolism,Q8NFF5
1608,1608,R-HSA-1430728,Metabolism,P30038
1609,1609,R-HSA-1430728,Metabolism,Q16836
1610,1610,R-HSA-1430728,Metabolism,P14927
1611,1611,R-HSA-1430728,Metabolism,Q9NQZ5
1612,1612,R-HSA-1430728,Metabolism,Q9P0S2
1613,1613,R-HSA-1430728,Metabolism,Q02252
1614,1614,R-HSA-1430728,Metabolism,O43920
